temp (degree_c),chl1 (mg/m3),chl2 (mg/m3),avg_chloro (mg/m3),sample_id,site_code,site_name,lat,lon,time_utc,akashiwo_sanguinea (cells/l),alexandrium_spp (cells/l),dinophysis_spp (cells/l),lingulodinium_polyedra (cells/l),prorocentrum_spp (cells/l),pseudo_nitzschia_delicatissima_group (cells/l),pseudo_nitzschia_seriata_group (cells/l),ceratium_spp (cells/l),cochlodinium_spp (cells/l),gymnodinium_spp (cells/l),other_diatoms (cells/l),other_dinoflagellates (cells/l),total_phytoplankton (cells/l)
,,,,BML Buoy,BBB,Bodega Marine Lab Buoy,38.3126,-123.0825,2024-03-18 19:50:00+00:00,0.0,0.0,0.0,0.0,0.0,93.0,868.0,0.0,0.0,0.0,39133.0,155.0,40248.0
,,,,BML Buoy,BBB,Bodega Marine Lab Buoy,38.3126,-123.0825,2024-05-16 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,124.0,101.0,0.0,0.0,0.0,13966.0,77.0,14268.0
,,,,BML Buoy,BBB,Bodega Marine Lab Buoy,38.3126,-123.0825,2024-08-28 21:19:00+00:00,0.0,29.0,22.0,0.0,18.0,5200.0,0.0,36.0,0.0,0.0,1749.0,130.0,7183.0
,,,,BML Buoy,BBB,Bodega Marine Lab Buoy,38.3126,-123.0825,2024-09-30 16:11:00+00:00,0.0,0.0,4.0,46.0,81.0,0.0,0.0,11301.0,0.0,4.0,23.0,39.0,11518.0
,,,,BML Buoy,BBB,Bodega Marine Lab Buoy,38.3126,-123.0825,2025-01-17 18:37:00+00:00,0.0,0.0,13.0,0.0,1949.0,0.0,0.0,15167.0,0.0,0.0,2603.0,51.0,19783.0
,,,,BML Buoy,BBB,Bodega Marine Lab Buoy,38.3126,-123.0825,2025-02-21 19:08:00+00:00,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,87.0,14.0,142.0
,,,,BML Buoy,BBB,Bodega Marine Lab Buoy,38.3126,-123.0825,2025-03-19 18:15:00+00:00,0.0,0.0,0.0,0.0,0.0,200.0,26.0,0.0,0.0,0.0,2610.0,17.0,2859.0
14.7,,,,BML Buoy,BBB,Bodega Marine Lab Buoy,38.3126,-123.0825,2025-07-25 18:17:00+00:00,12.0,0.0,25.0,0.0,62.0,0.0,0.0,175.0,0.0,0.0,8277.0,162.0,8713.0
,,,,BML Buoy,BBB,Bodega Marine Lab Buoy,38.3126,-123.0825,2025-09-29 17:35:00+00:00,6.0,0.0,4.0,0.0,26.0,4.0,0.0,95.0,0.0,0.0,25.0,34.0,193.0
,,,,BML Buoy,BBB,Bodega Marine Lab Buoy,38.3126,-123.0825,2025-10-29 18:12:00+00:00,0.0,352.0,54.0,0.0,1217.0,0.0,0.0,1605.0,0.0,108.0,20.0,14.0,3369.0
13.0,,,,202,BML,Bodega Marine Lab,38.31613,-123.0705,2024-03-11 16:50:00+00:00,0.0,0.0,0.0,0.0,12.0,24.0,67.0,0.0,0.0,0.0,5220.0,73.0,5397.0
12.7,,,,203,BML,Bodega Marine Lab,38.31613,-123.0705,2024-03-18 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,3872.0,18.0,4025.0
12.7,,,,204,BML,Bodega Marine Lab,38.31613,-123.0705,2024-03-18 19:59:00+00:00,0.0,0.0,0.0,0.0,0.0,208.0,737.0,0.0,0.0,0.0,57871.0,96.0,58912.0
10.9,,,,205,BML,Bodega Marine Lab,38.31613,-123.0705,2024-03-25 16:35:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,112428.0,31.0,112857.0
12.3,,,,206,BML,Bodega Marine Lab,38.31613,-123.0705,2024-04-01 18:03:00+00:00,0.0,0.0,0.0,0.0,0.0,109.0,149.0,0.0,0.0,0.0,10346.0,0.0,10631.0
10.0,,,,207,BML,Bodega Marine Lab,38.31613,-123.0705,2024-04-08 16:45:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4825.0,0.0,4825.0
11.7,,,,208,BML,Bodega Marine Lab,38.31613,-123.0705,2024-04-15 19:37:00+00:00,0.0,0.0,7.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,3119.0,32.0,3489.0
13.2,,,,209,BML,Bodega Marine Lab,38.31613,-123.0705,2024-04-22 20:24:00+00:00,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301.0,1.0,1305.0
13.2,,,,210,BML,Bodega Marine Lab,38.31613,-123.0705,2024-04-29 18:50:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3625.0,2.0,3627.0
10.2,,,,211,BML,Bodega Marine Lab,38.31613,-123.0705,2024-05-06 19:35:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,513.0
12.0,,,,212,BML,Bodega Marine Lab,38.31613,-123.0705,2024-05-13 20:04:00+00:00,0.0,0.0,0.0,0.0,0.0,118.0,789.0,0.0,0.0,0.0,52489.0,957.0,54353.0
,,,,213,BML,Bodega Marine Lab,38.31613,-123.0705,2024-05-16 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,541.0,691.0,0.0,0.0,0.0,66649.0,150.0,68031.0
11.5,,,,214,BML,Bodega Marine Lab,38.31613,-123.0705,2024-05-20 18:35:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,5463.0,39.0,5711.0
11.0,,,,215,BML,Bodega Marine Lab,38.31613,-123.0705,2024-05-28 21:13:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9477.0,0.0,9477.0
9.6,,,,216,BML,Bodega Marine Lab,38.31613,-123.0705,2024-06-03 21:01:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,0.0,961.0
10.8,,,,217,BML,Bodega Marine Lab,38.31613,-123.0705,2024-06-10 21:04:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,3630.0,9.0,3669.0
9.7,,,,218,BML,Bodega Marine Lab,38.31613,-123.0705,2024-06-17 19:02:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,7.0,1123.0
11.1,,,,219,BML,Bodega Marine Lab,38.31613,-123.0705,2024-06-24 19:05:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,0.0,0.0,0.0,71897.0,0.0,72973.0
9.6,,,,220,BML,Bodega Marine Lab,38.31613,-123.0705,2024-07-01 19:03:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,9426.0,0.0,9493.0
14.9,,,,221,BML,Bodega Marine Lab,38.31613,-123.0705,2024-07-08 19:47:00+00:00,0.0,0.0,3.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,1972.0,0.0,2005.0
16.2,,,,222,BML,Bodega Marine Lab,38.31613,-123.0705,2024-07-15 20:19:00+00:00,0.0,688.0,42.0,0.0,922.0,65.0,0.0,0.0,0.0,145.0,557.0,1923.0,4342.0
13.9,,,,223,BML,Bodega Marine Lab,38.31613,-123.0705,2024-07-25 19:18:00+00:00,0.0,1800.0,59.0,0.0,311.0,519.0,585.0,0.0,0.0,0.0,6911.0,89.0,10274.0
11.3,,,,224,BML,Bodega Marine Lab,38.31613,-123.0705,2024-07-29 19:44:00+00:00,0.0,0.0,0.0,0.0,162.0,194.0,26.0,0.0,0.0,0.0,4790.0,0.0,5172.0
10.1,,,,225,BML,Bodega Marine Lab,38.31613,-123.0705,2024-08-05 18:37:00+00:00,0.0,0.0,0.0,0.0,7.0,43.0,17.0,0.0,0.0,0.0,1495.0,2.0,1565.0
10.4,,,,226,BML,Bodega Marine Lab,38.31613,-123.0705,2024-08-12 18:22:00+00:00,0.0,0.0,4.0,0.0,4.0,358.0,201.0,0.0,0.0,0.0,2048.0,0.0,2615.0
12.4,,,,227,BML,Bodega Marine Lab,38.31613,-123.0705,2024-08-19 21:37:00+00:00,0.0,19.0,0.0,0.0,0.0,12150.0,26.0,0.0,0.0,0.0,3587.0,13.0,15795.0
13.3,,,,228,BML,Bodega Marine Lab,38.31613,-123.0705,2024-08-27 19:33:00+00:00,0.0,15.0,0.0,0.0,0.0,18038.0,0.0,0.0,0.0,0.0,951.0,61.0,19065.0
14.9,,,,229,BML,Bodega Marine Lab,38.31613,-123.0705,2024-08-28 21:26:00+00:00,0.0,304.0,64.0,32.0,16.0,33863.0,0.0,80.0,0.0,64.0,1506.0,176.0,36107.0
14.4,,,,230,BML,Bodega Marine Lab,38.31613,-123.0705,2024-09-03 18:12:00+00:00,0.0,647.0,69.0,0.0,16.0,164.0,0.0,0.0,0.0,16.0,398.0,143.0,1458.0
12.1,,,,231,BML,Bodega Marine Lab,38.31613,-123.0705,2024-09-09 18:54:00+00:00,0.0,34.0,0.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0,376.0,24.0,957.0
10.3,,,,232,BML,Bodega Marine Lab,38.31613,-123.0705,2024-09-16 17:56:00+00:00,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,1205.0,0.0,1817.0
13.5,,,,233,BML,Bodega Marine Lab,38.31613,-123.0705,2024-09-23 17:45:00+00:00,0.0,0.0,0.0,0.0,72.0,0.0,0.0,4.0,0.0,4.0,681.0,4.0,765.0
,,,,234,BML,Bodega Marine Lab,38.31613,-123.0705,2024-09-30 16:20:00+00:00,0.0,162.0,42.0,0.0,114.0,0.0,0.0,13354.0,0.0,0.0,24.0,30.0,13726.0
15.0,,,,235,BML,Bodega Marine Lab,38.31613,-123.0705,2024-09-30 20:14:00+00:00,0.0,1119.0,365.0,0.0,875.0,0.0,0.0,26605.0,0.0,36.0,231.0,12.0,29243.0
14.3,,,,236,BML,Bodega Marine Lab,38.31613,-123.0705,2024-10-07 18:05:00+00:00,0.0,0.0,60.0,0.0,165.0,0.0,0.0,199.0,0.0,101.0,3057.0,11.0,3593.0
13.3,,,,237,BML,Bodega Marine Lab,38.31613,-123.0705,2024-10-14 19:35:00+00:00,0.0,0.0,28.0,0.0,192.0,3.0,5.0,38.0,0.0,95.0,1320.0,23.0,1703.0
12.5,,,,238,BML,Bodega Marine Lab,38.31613,-123.0705,2024-10-21 17:36:00+00:00,0.0,14.0,0.0,0.0,59.0,0.0,0.0,14.0,0.0,0.0,3311.0,0.0,3397.0
12.5,,,,239,BML,Bodega Marine Lab,38.31613,-123.0705,2024-10-21 19:45:00+00:00,0.0,5983.0,187.0,0.0,3179.0,561.0,1683.0,23185.0,0.0,0.0,6170.0,561.0,41508.0
12.9,,,,240,BML,Bodega Marine Lab,38.31613,-123.0705,2024-10-28 18:30:00+00:00,0.0,0.0,841.0,0.0,15145.0,280.0,561.0,184541.0,0.0,0.0,1122.0,280.0,202771.0
12.9,,,,241,BML,Bodega Marine Lab,38.31613,-123.0705,2024-10-28 18:40:00+00:00,0.0,0.0,24.0,0.0,1147.0,73.0,122.0,20287.0,0.0,0.0,220.0,37.0,21911.0
12.0,,,,242,BML,Bodega Marine Lab,38.31613,-123.0705,2024-11-04 22:45:00+00:00,0.0,0.0,107.0,0.0,7906.0,0.0,160.0,19231.0,0.0,0.0,2137.0,0.0,29542.0
12.0,,,,243,BML,Bodega Marine Lab,38.31613,-123.0705,2024-11-04 22:55:00+00:00,0.0,4.0,8.0,0.0,654.0,0.0,0.0,1079.0,0.0,0.0,288.0,17.0,2050.0
11.5,,,,244,BML,Bodega Marine Lab,38.31613,-123.0705,2024-11-11 19:20:00+00:00,0.0,0.0,0.0,0.0,4026.0,168.0,0.0,27448.0,0.0,0.0,1174.0,0.0,32837.0
11.3,,,,245,BML,Bodega Marine Lab,38.31613,-123.0705,2024-11-18 22:42:00+00:00,0.0,0.0,0.0,0.0,994.0,0.0,5.0,3379.0,0.0,0.0,119.0,0.0,4497.0
12.6,,,,246,BML,Bodega Marine Lab,38.31613,-123.0705,2024-11-25 19:41:00+00:00,0.0,0.0,5.0,0.0,167.0,0.0,0.0,24.0,0.0,0.0,19.0,0.0,215.0
12.1,,,,247,BML,Bodega Marine Lab,38.31613,-123.0705,2024-12-09 21:15:00+00:00,0.0,0.0,0.0,0.0,7.0,26.0,0.0,7.0,0.0,0.0,1104.0,0.0,1143.0
12.4,,,,248,BML,Bodega Marine Lab,38.31613,-123.0705,2024-12-17 22:45:00+00:00,0.0,5.0,0.0,0.0,59152.0,0.0,0.0,154018.0,0.0,0.0,0.0,0.0,213170.0
12.3,,,,249,BML,Bodega Marine Lab,38.31613,-123.0705,2024-12-26 19:53:00+00:00,0.0,0.0,38.0,0.0,3804.0,0.0,0.0,1043.0,0.0,0.0,123.0,28.0,5037.0
12.6,,,,250,BML,Bodega Marine Lab,38.31613,-123.0705,2024-12-30 21:15:00+00:00,0.0,0.0,91.0,0.0,12080.0,0.0,0.0,508.0,0.0,0.0,159.0,53.0,12892.0
12.4,,,,251,BML,Bodega Marine Lab,38.31613,-123.0705,2025-01-06 19:29:00+00:00,0.0,0.0,89.0,0.0,18652.0,0.0,0.0,19496.0,0.0,0.0,104.0,193.0,38533.0
11.8,,,,252,BML,Bodega Marine Lab,38.31613,-123.0705,2025-01-13 20:51:00+00:00,0.0,0.0,12.0,0.0,438.0,0.0,0.0,69.0,0.0,0.0,608.0,8.0,1094.0
11.8,,,,253,BML,Bodega Marine Lab,38.31613,-123.0705,2025-01-17 19:48:00+00:00,0.0,0.0,97.0,0.0,4241.0,0.0,58.0,18319.0,0.0,0.0,4241.0,174.0,27731.0
12.0,,,,254,BML,Bodega Marine Lab,38.31613,-123.0705,2025-01-21 22:13:00+00:00,0.0,0.0,0.0,0.0,947.0,0.0,0.0,95.0,0.0,0.0,825.0,14.0,1880.0
11.7,,,,255,BML,Bodega Marine Lab,38.31613,-123.0705,2025-01-29 21:40:00+00:00,0.0,0.0,0.0,0.0,886.0,0.0,0.0,227.0,0.0,0.0,21.0,124.0,1257.0
12.1,,,,256,BML,Bodega Marine Lab,38.31613,-123.0705,2025-02-03 19:49:00+00:00,0.0,0.0,28.0,0.0,1948.0,0.0,0.0,2615.0,0.0,0.0,61.0,298.0,4949.0
11.2,,,,257,BML,Bodega Marine Lab,38.31613,-123.0705,2025-02-11 20:52:00+00:00,0.0,0.0,0.0,0.0,39.0,0.0,0.0,5.0,0.0,0.0,311.0,8.0,364.0
11.5,,,,258,BML,Bodega Marine Lab,38.31613,-123.0705,2025-02-18 19:30:00+00:00,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,266.0,54.0,328.0
,,,,259,BML,Bodega Marine Lab,38.31613,-123.0705,2025-02-21 19:25:00+00:00,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,454.0,6.0,463.0
12.0,,,,260,BML,Bodega Marine Lab,38.31613,-123.0705,2025-02-24 20:24:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,434.0,26.0,481.0
10.6,,,,261,BML,Bodega Marine Lab,38.31613,-123.0705,2025-03-03 19:04:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,514.0,54.0,574.0
10.7,,,,262,BML,Bodega Marine Lab,38.31613,-123.0705,2025-03-10 19:03:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3616.0,0.0,3616.0
11.5,,,,263,BML,Bodega Marine Lab,38.31613,-123.0705,2025-03-17 18:12:00+00:00,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1335.0,18.0,1374.0
11.0,,,,264,BML,Bodega Marine Lab,38.31613,-123.0705,2025-03-19 18:25:00+00:00,0.0,0.0,6.0,0.0,6.0,929.0,112.0,0.0,0.0,0.0,10564.0,93.0,11711.0
10.9,,,,265,BML,Bodega Marine Lab,38.31613,-123.0705,2025-03-24 19:02:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,0.0,877.0
12.4,,,,266,BML,Bodega Marine Lab,38.31613,-123.0705,2025-03-31 18:37:00+00:00,0.0,0.0,0.0,0.0,0.0,105.0,512.0,0.0,0.0,0.0,7725.0,24.0,8366.0
11.6,,,,267,BML,Bodega Marine Lab,38.31613,-123.0705,2025-04-07 18:42:00+00:00,0.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,0.0,0.0,1550.0,10.0,1600.0
10.6,,,,268,BML,Bodega Marine Lab,38.31613,-123.0705,2025-04-14 18:40:00+00:00,0.0,0.0,0.0,0.0,0.0,13.0,39.0,0.0,0.0,0.0,1680.0,0.0,1733.0
12.5,,,,269,BML,Bodega Marine Lab,38.31613,-123.0705,2025-04-21 18:55:00+00:00,0.0,0.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,0.0,841.0,4.0,920.0
10.5,,,,270,BML,Bodega Marine Lab,38.31613,-123.0705,2025-04-28 19:51:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,342.0,4.0,357.0
10.1,,,,271,BML,Bodega Marine Lab,38.31613,-123.0705,2025-05-05 18:56:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,828.0,0.0,839.0
10.0,,,,272,BML,Bodega Marine Lab,38.31613,-123.0705,2025-05-13 19:44:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2656.0,0.0,2656.0
10.6,,,,273,BML,Bodega Marine Lab,38.31613,-123.0705,2025-05-19 19:46:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,224.0
10.0,,,,274,BML,Bodega Marine Lab,38.31613,-123.0705,2025-05-27 20:41:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,208.0
10.8,,,,275,BML,Bodega Marine Lab,38.31613,-123.0705,2025-06-02 19:05:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,302.0,0.0,304.0
13.4,,,,276,BML,Bodega Marine Lab,38.31613,-123.0705,2025-06-09 18:16:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,8.0,80.0
10.5,,,,277,BML,Bodega Marine Lab,38.31613,-123.0705,2025-06-17 18:55:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,1.0,2073.0
9.9,,,,278,BML,Bodega Marine Lab,38.31613,-123.0705,2025-06-23 20:11:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0,0.0,2353.0
11.5,,,,279,BML,Bodega Marine Lab,38.31613,-123.0705,2025-06-30 18:35:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3027.0,100.0,3126.0
11.2,,,,280,BML,Bodega Marine Lab,38.31613,-123.0705,2025-07-07 18:15:00+00:00,0.0,0.0,0.0,0.0,0.0,37.0,17.0,0.0,0.0,0.0,1379.0,8.0,1442.0
14.1,,,,281,BML,Bodega Marine Lab,38.31613,-123.0705,2025-07-14 18:24:00+00:00,0.0,0.0,0.0,0.0,15.0,117.0,136.0,0.0,0.0,0.0,906.0,26.0,1200.0
12.0,,,,282,BML,Bodega Marine Lab,38.31613,-123.0705,2025-07-21 19:38:00+00:00,0.0,0.0,15.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,282.0,3.0,307.0
14.7,,,,283,BML,Bodega Marine Lab,38.31613,-123.0705,2025-07-25 18:27:00+00:00,22.0,14.0,79.0,0.0,36.0,0.0,0.0,22.0,0.0,0.0,880.0,101.0,1154.0
13.7,,,,284,BML,Bodega Marine Lab,38.31613,-123.0705,2025-07-28 18:37:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,0.0,1530.0
11.1,,,,285,BML,Bodega Marine Lab,38.31613,-123.0705,2025-08-06 18:09:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.0,0.0,8125.0
13.8,,,,286,BML,Bodega Marine Lab,38.31613,-123.0705,2025-08-11 20:03:00+00:00,0.0,44.0,0.0,0.0,44.0,25.0,0.0,0.0,0.0,0.0,2370.0,0.0,2484.0
11.4,,,,287,BML,Bodega Marine Lab,38.31613,-123.0705,2025-08-21 17:55:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5853.0,0.0,5853.0
13.0,,,,288,BML,Bodega Marine Lab,38.31613,-123.0705,2025-08-25 19:15:00+00:00,0.0,81.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0.0,800.0
15.3,,,,289,BML,Bodega Marine Lab,38.31613,-123.0705,2025-09-08 18:20:00+00:00,0.0,47.0,25.0,0.0,106.0,144.0,42.0,17.0,0.0,0.0,1712.0,8.0,2102.0
13.5,,,,290,BML,Bodega Marine Lab,38.31613,-123.0705,2025-09-15 19:13:00+00:00,0.0,20.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,285.0,3.0,322.0
14.7,,,,291,BML,Bodega Marine Lab,38.31613,-123.0705,2025-09-22 19:33:00+00:00,0.0,42.0,16.0,0.0,22.0,69.0,4.0,9.0,0.0,9.0,670.0,13.0,854.0
,,,,292,BML,Bodega Marine Lab,38.31613,-123.0705,2025-09-29 17:50:00+00:00,6.0,0.0,12.0,0.0,28.0,22.0,9.0,156.0,0.0,44.0,75.0,12.0,365.0
16.2,,,,293,BML,Bodega Marine Lab,38.31613,-123.0705,2025-09-29 19:54:00+00:00,0.0,17.0,66.0,0.0,382.0,0.0,0.0,183.0,0.0,50.0,365.0,58.0,1121.0
15.5,,,,294,BML,Bodega Marine Lab,38.31613,-123.0705,2025-10-06 21:22:00+00:00,0.0,92.0,95.0,0.0,82.0,0.0,11.0,53.0,0.0,45.0,79.0,18.0,476.0
16.0,,,,295,BML,Bodega Marine Lab,38.31613,-123.0705,2025-10-14 21:13:00+00:00,79.0,125.0,306.0,0.0,4425.0,0.0,0.0,3699.0,0.0,1112.0,465.0,57.0,10269.0
17.4,,,,296,BML,Bodega Marine Lab,38.31613,-123.0705,2025-10-20 19:28:00+00:00,11.0,56.0,26.0,0.0,1178.0,0.0,0.0,281.0,90.0,79.0,26.0,4.0,1751.0
,,,,297,BML,Bodega Marine Lab,38.31613,-123.0705,2025-10-27 19:08:00+00:00,1.0,0.0,14.0,0.0,313.0,0.0,0.0,51.0,0.0,31.0,58.0,0.0,468.0
,,,,298,BML,Bodega Marine Lab,38.31613,-123.0705,2025-10-29 18:28:00+00:00,0.0,291.0,83.0,0.0,1849.0,0.0,0.0,2888.0,602.0,727.0,42.0,0.0,6482.0
,,,,299,BML,Bodega Marine Lab,38.31613,-123.0705,2025-11-03 21:29:00+00:00,0.0,22.0,11.0,0.0,386.0,0.0,0.0,11.0,4.0,39.0,48.0,0.0,521.0
,,,,300,BML,Bodega Marine Lab,38.31613,-123.0705,2025-11-12 18:55:00+00:00,0.0,706.0,781.0,0.0,3030.0,0.0,0.0,316.0,0.0,3922.0,297.0,130.0,9183.0
15.0,,,,301,BML,Bodega Marine Lab,38.31613,-123.0705,2025-11-18 19:26:00+00:00,0.0,0.0,45.0,0.0,400.0,0.0,10.0,93.0,0.0,891.0,211.0,14.0,1664.0
15.1,,,,302,BML,Bodega Marine Lab,38.31613,-123.0705,2025-11-24 21:15:00+00:00,0.0,0.0,148.0,0.0,341.0,0.0,15.0,760.0,0.0,14183.0,153.0,54.0,15654.0
15.0,,,,303,BML,Bodega Marine Lab,38.31613,-123.0705,2025-12-03 22:33:00+00:00,2.0,0.0,25.0,0.0,46.0,0.0,6.0,12.0,0.0,726.0,36.0,12.0,864.0
14.0,,,,304,BML,Bodega Marine Lab,38.31613,-123.0705,2025-12-12 19:15:00+00:00,0.0,0.0,33.0,0.0,65.0,4.0,41.0,6.0,0.0,31.0,387.0,7.0,574.0
15.0,,,,305,BML,Bodega Marine Lab,38.31613,-123.0705,2025-12-15 21:26:00+00:00,0.0,0.0,3.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,225.0,0.0,244.0
12.9,3.72,3.7,3.71,CP240311,CPP,CalPoly Pier,35.170204,-120.740685,2024-03-11 16:00:00+00:00,0.0,0.0,1066.1534,0.0,0.0,1599.2302,9595.381,1599.2302,0.0,0.0,121008.414,4797.6904,139666.11
13.2,1.66,1.77,1.71,CP240317,CPP,CalPoly Pier,35.170204,-120.740685,2024-03-17 16:00:00+00:00,0.0,0.0,1066.1534,0.0,533.0767,14393.071,17591.531,0.0,0.0,0.0,59171.516,2665.3835,95420.734
13.5,4.48,4.52,4.5,CP240324,CPP,CalPoly Pier,35.170204,-120.740685,2024-03-24 17:00:00+00:00,0.0,2132.307,1066.1534,0.0,533.0767,3731.537,34116.91,533.0767,0.0,1599.2302,66634.59,20789.992,131136.88
13.4,4.09,3.91,4.0,CP240401,CPP,CalPoly Pier,35.170204,-120.740685,2024-04-01 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,5330.767,2132.307,0.0,0.0,1066.1534,50109.21,2665.3835,61303.824
12.7,3.48,2.91,3.19,CP240407,CPP,CalPoly Pier,35.170204,-120.740685,2024-04-07 18:00:00+00:00,0.0,533.0767,0.0,0.0,0.0,5863.8438,1066.1534,0.0,0.0,0.0,44778.445,26120.76,78362.28
13.7,6.73,6.71,6.72,CP240414,CPP,CalPoly Pier,35.170204,-120.740685,2024-04-14 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,17591.531,0.0,0.0,0.0,0.0,50109.21,5863.8438,73564.586
14.6,4.33,3.96,4.14,CP240422,CPP,CalPoly Pier,35.170204,-120.740685,2024-04-22 18:30:00+00:00,0.0,0.0,0.0,0.0,533.0767,9062.305,10661.534,0.0,0.0,6396.921,49043.06,40513.832,116210.73
14.1,0.87,0.86,0.86,CP240429,CPP,CalPoly Pier,35.170204,-120.740685,2024-04-29 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.3835,93288.43,7996.151,103949.96
11.4,20.21,20.66,20.43,CP240506,CPP,CalPoly Pier,35.170204,-120.740685,2024-05-06 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,169518.4,66101.516,0.0,0.0,1066.1534,1655736.2,11727.6875,1904150.1
13.8,1.23,1.08,1.16,CP240513,CPP,CalPoly Pier,35.170204,-120.740685,2024-05-13 19:00:00+00:00,0.0,0.0,0.0,0.0,533.0767,132736.11,12793.842,0.0,0.0,533.0767,278266.06,4797.6904,429659.84
13.1,3.38,3.19,3.29,CP240520,CPP,CalPoly Pier,35.170204,-120.740685,2024-05-20 18:40:00+00:00,0.0,0.0,1599.2302,0.0,1066.1534,11194.611,4264.614,0.0,0.0,0.0,256409.9,34116.91,308651.44
13.4,2.27,2.45,2.36,CP240527,CPP,CalPoly Pier,35.170204,-120.740685,2024-05-27 19:00:00+00:00,0.0,0.0,1066.1534,0.0,0.0,4264.614,0.0,0.0,0.0,1066.1534,58105.363,19723.838,84226.125
15.6,5.24,6.31,5.77,CP240603,CPP,CalPoly Pier,35.170204,-120.740685,2024-06-03 19:00:00+00:00,0.0,0.0,533.0767,0.0,533.0767,110879.96,6929.9976,0.0,0.0,0.0,524547.5,13859.995,657283.6
14.8,3.29,3.04,3.16,CP240610,CPP,CalPoly Pier,35.170204,-120.740685,2024-06-10 18:30:00+00:00,0.0,0.0,5863.8438,0.0,533.0767,11194.611,2665.3835,0.0,0.0,0.0,93821.5,27719.99,141798.4
